Order,Brüt m²,Net m²,Rooms,Bath,Floors,Floor Location,Building Age,Heating Type,Furniture,Using Status,Building Status,Housing Type,Rent Earning,From,Suitable for Credit,Price,Coord1,Coord2,Street,District,Location3,Due Price,Suitable for exchange
129,70,60,1+1,1,5,Bahçe katı,11-15 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Bahçe Katı,750,Danışman,Evet,108000,41.10106989,28.90271938,Zübeyde Hanım,Sultangazi, İstanbul,,Evet
130,125,110,3+1,1,5,3,26-30 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,1600,Danışman,Evet,388000,41.00499211,28.85779921,Siyavuşpaşa,Bahçelievler, İstanbul,30,
131,80,65,1+1,1,6,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,130000,41.00087676,28.67412855,Yakuplu,Beylikdüzü, İstanbul,,Evet
132,95,70,2+1,1,4,Yüksek Giriş,3,Kombi (Doğalgaz),Eşyasız,,İkinci El,,1000,Danışman,Evet,235000,40.9879344,29.2337637,Osmangazi,Sancaktepe, İstanbul,20,
133,85,75,2+1,1,10-20 arası,Yüksek Giriş,4,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Mülk Sahibi,,,0,,Hayır,250000,41.10546599,28.74939659,Kayabaşı,Başakşehir, İstanbul,0,
134,210,200,4+2,2,5,5,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Dubleks,2000,Danışman,Evet,439000,41.10218588,28.85481302,Sultançiftliği,Sultangazi, İstanbul,,Evet
135,75,74,1+1,1,5,Bahçe katı,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,,0,,Evet,160000,41.03432277,28.90032854,Terazidere,Bayrampaşa, İstanbul,0,
136,87,,2+1,1,5,Giriş Katı,16-20 arası,Kombi (Doğalgaz),Eşyasız,Boş,,,0,Danışman,Evet,223000,41.10204371,28.86935377,Uğur Mumcu,Sultangazi, İstanbul,0,
137,100,90,2+1,2,6,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Giriş Kat,0,Danışman,Evet,275000,41.09130267,28.87450471,50. Yıl,Sultangazi, İstanbul,0,
138,100,90,2+1,1,5,4,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,Danışman,Evet,288000,40.89303728,29.25777197,Dumlupınar,Pendik, İstanbul,40,
139,85,75,2+1,1,5,Bodrum Kat,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Bahçe Katı,,Danışman,Evet,160000,41.10379135,28.89530684,Gazi,Sultangazi, İstanbul,0,
140,134,90,2+1,2,20 ve üzeri,18,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,,,0,,Hayır,195000,41.06855332,28.77409137,Ziya Gökalp,Başakşehir, İstanbul,0,Evet
141,110,100,2+1,1,5,Yüksek Giriş,0,Kombi (Doğalgaz),,Boş,Sıfır,Giriş Kat,,İnşaat Geliştirici,Evet,520000,40.99760934,28.70539151,Mustafa Kemal Paşa,Avcılar, İstanbul,,Evet
142,185,170,3+2,2,,,,,,,,,,,Hayır,600000,41.06976082,28.89474202,Hürriyet,Gaziosmanpaşa, İstanbul,,
143,125,120,3+1,1,5,3,21-25 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,,Danışman,Evet,425000,41.00135229,28.85735636,Siyavuşpaşa,Bahçelievler, İstanbul,40,
144,135,135,5+1,2,4,Çatı Katı,0,Kalorifer (Doğalgaz),Sadece Mutfak,Boş,Sıfır,Çatı Dubleksi,1200,İnşaat Geliştirici,Evet,320000,40.996322,29.26668173,Mimar Sinan,Sultanbeyli, İstanbul,20,
145,90,80,2+1,2,5,3,1,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1000,Danışman,Evet,280000,40.89716676,29.27032366,Güllü Bağlar,Pendik, İstanbul,20,
146,135,96,3+1,2,9,3,3,Kombi (Doğalgaz),Sadece Beyaz Eşya,Boş,,Ara Kat,0,Danışman,Evet,1250000,40.97174996,29.06260618,Caddebostan,Kadıköy, İstanbul,0,
147,95,94,2+1,2,6,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,800,İnşaat Geliştirici,Evet,149999,41.01170572,28.63839626,Cumhuriyet,Beylikdüzü, İstanbul,30,Evet
148,145,135,3+1,2,10,2,0,Kombi (Doğalgaz),,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,320000,41.01036802,28.64792709,Büyükşehir,Beylikdüzü, İstanbul,,Evet
149,75,60,2+1,1,4,Zemin Kat,16-20 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,,0,,Evet,190000,40.97556161,28.71333096,Ambarlı,Avcılar, İstanbul,0,
150,60,50,1+1,1,4,2,2,Kombi (Doğalgaz),Sadece Beyaz Eşya,Kiracılı,,Ara Kat,0,,Evet,231000,40.97658347,29.1489923,İnönü,Ataşehir, İstanbul,0,
151,95,90,2+1,1,5,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,,900,,Evet,190000,41.18280368,28.74881702,Anadolu,Arnavutköy, İstanbul,0,
152,80,79,2+1,1,20 ve üzeri,3,3,Soba (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,0,Danışman,Evet,320000,41.07877023,28.90210774,Yeni Mahalle,Gaziosmanpaşa, İstanbul,0,
153,120,105,2+1,1,4,2,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,260000,40.99505629,29.24769457,Abdurrahmangazi,Sancaktepe, İstanbul,0,
154,90,85,2+1,1,5,1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,170000,,,Pınar,Esenyurt, İstanbul,,Evet
155,85,80,2+1,1,6,1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,0,İnşaat Geliştirici,Evet,225000,41.03636066,28.68257761,Sultaniye,Esenyurt, İstanbul,0,Evet
156,95,,2+1,1,5,1,16-20 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,,0,,Hayır,170000,40.987868,28.779008,Cennet,Küçükçekmece, İstanbul,0,Evet
157,125,115,3+1,1,5,3,16-20 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,,Danışman,Evet,358000,41.06288343,28.91488895,Bağlarbaşı,Gaziosmanpaşa, İstanbul,,
158,105,100,3+1,1,2,1,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,1800,Danışman,Hayır,400000,41.02247693,28.84686224,Kocasinan Merkez,Bahçelievler, İstanbul,20,
159,120,105,3+1,1,8,2,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,0,Danışman,Evet,474500,41.00379263,29.12811992,Tatlısu,Ümraniye, İstanbul,0,
160,75,70,2+1,1,4,Bahçe katı,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Bahçe Katı,1000,Danışman,Evet,158000,41.00849734,28.83031274,Yenibosna Merkez,Bahçelievler, İstanbul,30,
161,250,240,4+2,3,5,4,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Dubleks,2000,İnşaat Geliştirici,Evet,395000,40.99641702,28.67528327,Yakuplu,Beylikdüzü, İstanbul,0,Evet
162,200,180,3+1,2,5,3,2,,Eşyasız,,İkinci El,Ara Kat,1500,İnşaat Geliştirici,Evet,550000,,,Marmara,Beylikdüzü, İstanbul,100,Evet
163,110,100,2+1,1,5,2,0,Klima,Eşyasız,Boş,,Ara Kat,0,,Evet,263000,40.98979735,29.26171716,Mimar Sinan,Sultanbeyli, İstanbul,100,Evet
164,125,115,2+1,1,6,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,250000,41.00454944,28.62813343,Adnan Kahveci,Beylikdüzü, İstanbul,,Evet
165,130,125,3+1,2,5,2,2,Kombi (Doğalgaz),,Mülk Sahibi,,,,,Evet,590000,40.99221695,28.90058823,Yeşiltepe,Zeytinburnu, İstanbul,,
166,171,130,3+1,2,8,2,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,Sıfır,Ara Kat,1500,Danışman,Evet,400000,41.08449481,28.25473273,Yeni,Silivri, İstanbul,250,Evet
167,240,220,5+2,3,4,4,0,Kombi (Doğalgaz),Eşyasız,Boş,,Çatı Dubleksi,0,,Evet,825000,41.03123004,29.07803673,Ferah,Üsküdar, İstanbul,0,
168,95,90,2+1,1,3,3,,Kombi (Doğalgaz),,Kiracılı,İkinci El,,,Danışman,Evet,1300000,41.00257797,28.86278997,Bahçelievler,Bahçelievler, İstanbul,,
169,95,90,2+1,1,5,Yüksek Giriş,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Giriş Kat,,Danışman,Evet,222000,41.09609769,28.8923177,Yunus Emre,Sultangazi, İstanbul,,Evet
170,75,70,2+1,1,6,3,1,Kombi (Doğalgaz),Eşyasız,Kiracılı,Sıfır,Ara Kat,1400,Danışman,Evet,360000,40.90712502,29.17086879,Atalar,Kartal, İstanbul,30,
171,100,90,2+1,1,4,2,5,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1250,Danışman,Evet,270000,41.00590185,29.12497547,Çamlık,Ümraniye, İstanbul,20,
172,170,160,3+2,2,5,5,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Dubleks,,Danışman,Evet,680000,41.00559959,28.854088,Siyavuşpaşa,Bahçelievler, İstanbul,0,
173,110,100,2+1,1,4,2,21-25 arası,Kombi (Doğalgaz),,Kiracılı,,,,Danışman,Evet,325000,40.98375412,28.7195529,Merkez,Avcılar, İstanbul,,
174,100,88,2+1,1,3,1,26-30 arası,Kombi (Doğalgaz),Eşyalı (Mobilyalı),Mülk Sahibi,İkinci El,Ara Kat,2750,Danışman,Evet,725000,41.00225106,29.04874675,Acıbadem,Üsküdar, İstanbul,35,
175,145,115,3+1,2,10-20 arası,10,0,Merkezi Sistem (Isı Payı Ölçer),Sadece Mutfak,Boş,,Ara Kat,,Danışman,Evet,2000000,40.96862305,29.06680115,Caddebostan,Kadıköy, İstanbul,,
176,65,55,1+1,1,10,9,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,,Ara Kat,0,Danışman,Evet,300000,41.01914236,29.07635386,Bulgurlu,Üsküdar, İstanbul,0,
177,220,180,3+2,2,10,10,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,En Üst Kat,4000,Danışman,Evet,1400000,40.93495567,29.13093634,Altayçeşme,Maltepe, İstanbul,200,
178,95,90,3+1,1,,,,,,,,,,,Hayır,350000,40.888413,29.26218487,Fevzi Çakmak,Pendik, İstanbul,,
179,160,150,4+2,2,3,Çatı Katı,0,Kombi (Doğalgaz),Eşyasız,Boş,,Çatı Dubleksi,1500,Danışman,Evet,390000,41.19261587,28.73762936,Nenehatun,Arnavutköy, İstanbul,0,
180,85,84,2+1,1,6,1,3,Klima,Eşyasız,Kiracılı,İkinci El,Ara Kat,0,Danışman,Evet,350000,41.04418459,28.87805834,Menderes,Esenler, İstanbul,0,
181,80,76,2+1,1,5,2,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,370000,41.07568644,28.98214817,Çağlayan,Kağıthane, İstanbul,40,Evet
182,130,120,3+1,2,5,5,26-30 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Ara Kat,0,,Evet,875000,41.09415436,29.0841421,Kavacık,Beykoz, İstanbul,0,Evet
183,93,80,2+1,1,6,3,0,Kombi (Doğalgaz),,Boş,Sıfır,Ara Kat,,Danışman,Evet,1300000,41.05644411,29.00477813,Dikilitaş,Beşiktaş, İstanbul,,
184,150,140,3+1,1,6,1,2,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,Danışman,Evet,375000,40.97443445,28.73213024,Denizköşkler,Avcılar, İstanbul,35,
185,90,85,2+1,1,5,Bahçe katı,21-25 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Bahçe Katı,1100,Danışman,Hayır,195000,41.09468311,28.99297836,Sultan Selim,Kağıthane, İstanbul,,
186,135,110,2+1,2,5,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,Danışman,Evet,420000,41.01008031,28.62571775,Pınartepe,Büyükçekmece, İstanbul,75,Evet
187,145,130,3+1,2,6,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1200,İnşaat Geliştirici,Evet,299000,41.00749581,28.65985394,Beylikdüzü OSB,Beylikdüzü, İstanbul,0,Evet
188,175,160,4+1,3,4,4,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Dubleks,,Danışman,Evet,550000,40.99476595,28.77369058,Cumhuriyet,Küçükçekmece, İstanbul,,
189,80,75,2+1,1,5,4,16-20 arası,Kombi (Doğalgaz),,,,Ara Kat,,,Hayır,205000,40.99262996,28.90716232,Gökalp,Zeytinburnu, İstanbul,,
190,160,160,3+1,1,5,5,31-35 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,,,0,,Evet,550000,41.00664975,28.89324769,Abdurrahman Nafiz Gürman,Güngören, İstanbul,0,
191,165,150,4+2,3,5,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Dubleks,2200,Danışman,Evet,389500,41.00791318,28.65965876,Beylikdüzü OSB,Beylikdüzü, İstanbul,30,Evet
192,130,105,3+1,2,6,6,31-35 arası,Merkezi Sistem,Eşyasız,Boş,,En Üst Kat,0,,Hayır,500000,40.98234447,29.05174702,Feneryolu,Kadıköy, İstanbul,100,
193,94,72,2+1,1,6,1,5,Merkezi Sistem (Isı Payı Ölçer),,Boş,,Ara Kat,,Danışman,Evet,840000,41.11621018,29.00927067,Maslak,Sarıyer, İstanbul,750,
194,110,100,3+1,1,4,Yüksek Giriş,2,Kombi (Doğalgaz),Eşyasız,Boş,,Ters Dubleks,0,,Evet,210000,40.98240148,29.24543357,Osmangazi,Sancaktepe, İstanbul,0,Evet
195,105,90,2+1,1,5,5,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,342000,40.87082455,29.26518721,Kaynarca,Pendik, İstanbul,0,
196,85,80,1+1,1,5,Yüksek Giriş,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Giriş Kat,900,Danışman,Evet,195000,41.10792618,28.85555127,İsmetpaşa,Sultangazi, İstanbul,,Evet
197,120,119,3+1,1,5,5,31-35 arası,Merkezi Sistem,Eşyasız,Mülk Sahibi,İkinci El,En Üst Kat,0,,Evet,1050000,40.98335368,28.85768402,Ataköy 3-4-11. Kısım,Bakırköy, İstanbul,275,
198,85,75,2+1,1,5,3,4,Kombi (Doğalgaz),Eşyasız,Kiracılı,,,0,,Evet,183000,41.02664608,28.55228303,Ulus,Büyükçekmece, İstanbul,0,
199,175,165,3+1,3,,,,,,,,,,,Hayır,675000,41.00247393,29.22278255,Kemal Türkler,Sancaktepe, İstanbul,,
200,100,95,2+1,1,8,3,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,,Danışman,Evet,270000,41.11143214,28.86300557,Cebeci,Sultangazi, İstanbul,,
201,130,110,3+1,1,9,4,26-30 arası,Merkezi Sistem,Eşyasız,Mülk Sahibi,,Ara Kat,0,,Evet,490000,40.98849641,29.06692665,Merdivenköy,Kadıköy, İstanbul,65,
202,125,115,3+1,2,3,1,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Ara Kat,0,,Evet,660000,40.98980901,28.90498091,Yenidoğan,Zeytinburnu, İstanbul,0,
203,145,140,3+1,2,,,,,,,,,,,Hayır,578000,40.98639567,29.24591962,Osmangazi,Sancaktepe, İstanbul,,
204,120,95,3+1,2,5,,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,,Çatı Dubleksi,2500,Danışman,Evet,575000,41.01295548,29.07600193,Cumhuriyet,Üsküdar, İstanbul,100,
205,200,180,3+1,2,5,2,6-10 arası,Klima,Eşyasız,Mülk Sahibi,,Ara Kat,0,,Evet,4550000,40.96484451,28.84251617,Yeşilyurt,Bakırköy, İstanbul,0,
206,100,99,2+1,2,,,,,,,,,,,Hayır,275000,40.99876294,28.90582725,Beştelsiz,Zeytinburnu, İstanbul,,
207,90,85,2+1,1,5,Bahçe katı,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Bahçe Katı,,İnşaat Geliştirici,Evet,160000,41.02691293,28.69606388,Yunus Emre,Esenyurt, İstanbul,,Evet
208,145,130,3+1,1,5,2,16-20 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,1650,Danışman,Hayır,275000,41.02737018,28.79080588,Halkalı Merkez,Küçükçekmece, İstanbul,50,
209,75,70,2+1,1,4,Bahçe katı,21-25 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Bahçe Katı,,Danışman,Evet,163000,41.00789897,28.85836221,Soğanlı,Bahçelievler, İstanbul,,
210,95,85,2+1,1,4,Kot 1,3,Kombi (Doğalgaz),Sadece Mutfak,Boş,Sıfır,Giriş Kat,1000,Danışman,Evet,225000,41.2221531,28.7785648,Bolluca,Arnavutköy, İstanbul,,
211,125,124,3+1,1,8,,16-20 arası,,,Boş,İkinci El,,,Danışman,Evet,375000,40.87867242,29.24367428,Doğu,Pendik, İstanbul,,
212,100,90,2+1,2,5,3,2,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,160000,41.03767078,28.68193864,Yenikent,Esenyurt, İstanbul,,Evet
213,174,150,4+1,3,10-20 arası,3,16-20 arası,Klima,Eşyasız,Mülk Sahibi,,Ara Kat,0,,Evet,1190000,40.96100691,29.10212733,Bostancı,Kadıköy, İstanbul,250,
214,80,70,2+1,2,10,1,1,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1400,Danışman,Evet,295000,41.02879154,29.22660738,Sultançiftliği,Çekmeköy, İstanbul,80,Evet
215,185,148,4+1,3,10-20 arası,11,2,Klima,Sadece Beyaz Eşya,Mülk Sahibi,,Ara Kat,0,,Evet,2600000,40.97059027,29.07297226,Erenköy,Kadıköy, İstanbul,700,
216,70,69,1+1,1,10-20 arası,7,5,Merkezi Sistem (Isı Payı Ölçer),Eşyalı (Mobilyalı),Kiracılı,Sıfır,Ara Kat,1800,Danışman,Evet,399000,41.04623435,28.76165718,Atakent,Küçükçekmece, İstanbul,280,
217,100,93,2+1,1,4,4,6-10 arası,,Eşyasız,Boş,İkinci El,,,Danışman,Evet,348000,40.99483283,28.82195146,Yenibosna Merkez,Bahçelievler, İstanbul,,
218,120,85,2+1,2,4,4,11-15 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Çatı Dubleksi,850,Danışman,Evet,188000,40.89234809,29.25548855,Dumlupınar,Pendik, İstanbul,20,
219,155,140,3+1,1,,3,4,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,1250,İnşaat Geliştirici,Evet,290000,40.98735008,28.67505977,Yakuplu,Beylikdüzü, İstanbul,35,Evet
220,55,45,1+1,1,4,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,,,0,,Evet,219000,40.97580008,29.13792303,İnönü,Ataşehir, İstanbul,0,
221,125,124,3+1,1,3,2,26-30 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,2000,Danışman,Evet,515000,40.99344735,28.90567303,Gökalp,Zeytinburnu, İstanbul,0,
222,135,101,3+1,2,20 ve üzeri,12,2,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,Sıfır,Ara Kat,1800,Danışman,Evet,570000,41.11142417,28.7683794,Kayabaşı,Başakşehir, İstanbul,250,
223,110,100,2+1,1,4,4,16-20 arası,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,Danışman,Hayır,125000,40.98132433,28.72300759,Merkez,Avcılar, İstanbul,,Evet
224,120,119,3+1,2,3,1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1800,Danışman,Evet,500000,41.00231478,28.78941234,Sultan Murat,Küçükçekmece, İstanbul,20,
225,194,144,4+1,3,8,8,0,Kombi (Doğalgaz),Sadece Beyaz Eşya,Boş,,Çatı Dubleksi,0,Danışman,Evet,2450000,40.96837597,29.05870392,Caddebostan,Kadıköy, İstanbul,200,
226,90,80,2+1,2,1,Bahçe katı,1,Kalorifer (Doğalgaz),Eşyasız,Boş,Sıfır,,1200,Danışman,Evet,260000,41.0514022,29.1821602,Merkez,Çekmeköy, İstanbul,50,Evet
227,90,78,2+1,1,5,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1700,,Evet,435000,41.00005817,29.07870468,Örnek,Ataşehir, İstanbul,,Evet
228,150,150,3+1,2,8,Bahçe katı,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,,,0,,Evet,550000,41.07075602,28.69942324,Bahçeşehir 1. Kısım,Başakşehir, İstanbul,0,
229,96,95,3+1,1,10-20 arası,2,11-15 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,1300,Danışman,Evet,340000,41.00231402,28.63393307,Adnan Kahveci,Beylikdüzü, İstanbul,100,
230,275,220,4+1,3,3,1,21-25 arası,Kalorifer (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,Danışman,Evet,3900000,40.97106585,29.0394932,Fenerbahçe,Kadıköy, İstanbul,0,
231,117,107,3+1,1,5,1,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,0,,Evet,280000,41.1106581,28.86842251,Cebeci,Sultangazi, İstanbul,0,
232,120,110,3+1,2,10-20 arası,10,6-10 arası,Kombi (Doğalgaz),Sadece Mutfak,Boş,Sıfır,Ara Kat,2700,Danışman,Evet,650000,41.0491224,28.78020721,Atakent,Küçükçekmece, İstanbul,400,
233,100,95,2+1,1,5,1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,195000,,,Selahaddin Eyyubi,Esenyurt, İstanbul,,Evet
234,120,110,2+1,1,6,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1300,İnşaat Geliştirici,Evet,319500,41.00686222,28.66033043,Beylikdüzü OSB,Beylikdüzü, İstanbul,0,Evet
235,410,400,6+2,3,,,26-30 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Tripleks,6000,Danışman,Evet,575000,41.16286335,29.10044063,Tokatköy,Beykoz, İstanbul,15,
236,85,80,2+1,1,5,Giriş Katı,4,Kombi (Doğalgaz),Eşyasız,Boş,,Giriş Kat,,Danışman,Evet,219000,41.10773217,28.85460713,İsmetpaşa,Sultangazi, İstanbul,,
237,113,112,2+1,2,20 ve üzeri,13,4,Merkezi Sistem (Isı Payı Ölçer),Sadece Beyaz Eşya,Kiracılı,,Ara Kat,0,,Evet,570000,41.04344439,28.76986129,Atakent,Küçükçekmece, İstanbul,375,
238,110,100,2+1,1,4,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,0,Danışman,Evet,380000,41.06060032,28.91668052,Sarıgöl,Gaziosmanpaşa, İstanbul,0,Evet
239,163,117,3+1,2,20 ve üzeri,20 ve üzeri,1,Klima,Eşyasız,Boş,,Ara Kat,0,,Evet,825000,41.11917176,28.76680971,Kayabaşı,Başakşehir, İstanbul,0,
240,110,91,3+1,1,8,6,0,Kombi (Doğalgaz),,Boş,Sıfır,,,Danışman,Evet,365000,40.907196,29.183834,Esentepe,Kartal, İstanbul,,
241,103,100,2+1,1,4,Bahçe katı,0,Kombi (Doğalgaz),,Boş,Sıfır,Bahçe Katı,,,Evet,185000,41.18522568,28.75026097,Anadolu,Arnavutköy, İstanbul,,
242,135,100,3+1,2,10-20 arası,12,0,Klima,Sadece Beyaz Eşya,Boş,,,0,,Evet,1200000,40.96475639,29.08156073,Suadiye,Kadıköy, İstanbul,0,
243,50,45,1+1,1,,2,31-35 arası,Soba (Doğalgaz),,,İkinci El,Ara Kat,800,Danışman,Hayır,202000,41.01534729,28.8944068,Tozkoparan,Güngören, İstanbul,,
244,90,89,2+1,1,5,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1200,Danışman,Evet,315000,41.0134252,29.19145485,Madenler,Ümraniye, İstanbul,,
245,120,98,4+1,1,5,2,31-35 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Ara Kat,0,Danışman,Evet,1250000,41.02793567,29.01770904,Sultantepe,Üsküdar, İstanbul,0,
246,220,219,4+1,2,4,3,1,Kombi (Doğalgaz),Eşyasız,Boş,,Çatı Dubleksi,0,,Evet,1280000,41.09099597,29.08352494,Kavacık,Beykoz, İstanbul,0,
247,200,170,4+2,2,4,4,0,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Çatı Dubleksi,0,Danışman,Evet,900000,40.93584571,29.13625985,Altayçeşme,Maltepe, İstanbul,0,Evet
248,110,90,2+1,1,6,4,0,Kombi (Doğalgaz),,Boş,Sıfır,,0,,Hayır,400000,40.92649015,29.13949433,Bağlarbaşı,Maltepe, İstanbul,0,
249,168,167,3+1,2,20 ve üzeri,14,1,Klima,Eşyasız,Boş,,Ara Kat,0,,Evet,587500,41.11288838,28.79163233,Başakşehir,Başakşehir, İstanbul,0,
250,110,109,2+1,1,6,3,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,102000,41.039226,28.68205889,Yenikent,Esenyurt, İstanbul,0,Evet
251,119,109,2+1,1,4,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1200,İnşaat Geliştirici,Evet,180000,41.01660583,28.64893126,Cumhuriyet,Esenyurt, İstanbul,100,Evet
252,200,165,3+1,2,4,4,0,Kombi (Doğalgaz),Eşyasız,Boş,,Çatı Dubleksi,0,,Evet,680000,40.95049869,29.10686584,Altıntepe,Maltepe, İstanbul,50,
253,125,124,3+1,1,5,3,16-20 arası,Kalorifer (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,0,İnşaat Geliştirici,Evet,265000,41.13968632,28.46405905,Ferhatpaşa,Çatalca, İstanbul,35,
254,145,135,3+1,2,10-20 arası,2,11-15 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,,İnşaat Geliştirici,Evet,310000,41.00997942,28.64715461,Büyükşehir,Beylikdüzü, İstanbul,,Evet
255,120,110,2+1,2,6,5,4,Kombi (Doğalgaz),Eşyasız,,İkinci El,Ara Kat,,Danışman,Evet,360000,40.99992752,28.61103547,Pınartepe,Büyükçekmece, İstanbul,,
256,138,110,3+1,1,10-20 arası,10,,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Kiracılı,İkinci El,Ara Kat,,Danışman,Evet,580000,41.04700328,28.76055079,Atakent,Küçükçekmece, İstanbul,,
257,95,85,2+1,1,5,1,26-30 arası,Merkezi Sistem,Eşyasız,Kiracılı,İkinci El,Ara Kat,1750,Danışman,Evet,485000,41.00438456,29.05102284,Acıbadem,Üsküdar, İstanbul,80,
258,110,100,2+1,1,6,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,149000,41.00755402,28.64131111,Cumhuriyet,Beylikdüzü, İstanbul,,Evet
